gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0,0,0,1.125056875803025,1,0,0,0,2,2,2,2,0,1,1,1,0.179085466098976,0.8580856425579205
1,1,1,0,0.3106496014024181,1,0,1,2,2,2,2,2,0,1,1,1,1.109691786192005,0.8104820056394647
0,0,0,1,1.369379058123207,1,2,1,2,0,2,2,0,0,2,1,1,0.8703930181680831,1.6104569328163902
1,1,0,0,0.7992939660427822,0,1,0,0,2,0,0,2,2,0,1,2,-0.518869273970796,0.11963367338172431
0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,2,2,0,1,2,0.966777244177718,-0.9643748167989264
0,0,1,1,1.0436161483629645,1,2,1,2,2,0,0,0,2,0,1,0,0.9518210711762233,1.3923140387076736
0,0,1,1,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,1,0,-0.03196275292212194,1.060853311952938
1,1,0,0,0.10704778280226633,1,2,1,0,0,0,0,2,2,0,1,2,1.0199547481830342,0.5269116847002843
0,0,1,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.4710789550659844,-0.34301279422289893
0,0,1,0,0.758573602322752,1,0,1,0,0,0,0,0,0,0,0,3,0.14584952609565352,0.6043613460629806
1,0,0,0,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,1,0,-1.5109620830699715,-0.36699108584957246
1,0,1,0,1.4915401492832983,1,2,1,0,0,2,0,2,2,1,0,0,1.15456030519649,2.012551044841235
0,0,0,0,-0.8702409464784621,1,0,2,1,1,1,1,1,1,0,0,0,-1.477726143066649,-0.8971164808562146
1,0,0,1,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,0,3,-1.3481059770536914,-0.9951032070803951
1,1,0,0,-1.1960038562387048,1,2,1,0,2,2,0,2,2,0,1,2,1.3373579752147637,-0.8758735233249481
0,0,1,0,0.18848851024232702,1,2,1,2,0,2,2,0,2,1,1,2,1.1445895231954935,0.6506855525174559
1,1,0,0,-1.1552834925186746,0,1,0,0,0,0,0,0,0,0,1,0,-1.3148700370503688,-0.960558584552915
1,1,1,0,1.4100994218432374,1,2,1,0,0,0,0,2,2,0,1,1,0.9933659961803764,1.676171128543953
1,0,1,1,-0.30015585439803716,1,0,1,0,0,0,2,2,0,0,0,2,0.7025515211513048,-0.03559653653262902
1,0,0,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,0,0,0.9052907551715716,1.920476169726483
1,0,1,1,-0.9924020376385531,1,0,0,2,0,0,0,0,0,0,1,1,-0.44741200296365274,-0.8241889444093122
0,0,0,0,-0.9109613101984924,1,0,1,0,0,0,0,0,2,0,1,0,0.5147684601325326,-0.632539084563369
1,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,0,-1.4827115340671475,-0.9482054628317216
1,1,1,1,0.7992939660427822,1,2,0,0,2,2,0,2,2,1,1,2,0.534710024134526,0.7940479419210914
1,0,1,1,1.5322605130033284,1,2,2,1,1,1,1,1,1,2,0,3,-1.3098846460498705,-0.2490849508499677
0,1,1,0,1.5322605130033284,1,2,0,2,2,2,2,2,2,2,1,0,0.9119379431722362,1.8506369137098788
1,0,0,0,1.0436161483629645,1,2,2,1,1,1,1,1,1,2,1,1,-1.3115464430500368,-0.35532179765223093
1,0,1,0,1.5322605130033284,1,2,0,2,0,2,2,0,2,2,0,1,0.4167224371227313,1.4199320894129128
0,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.4976677070686424,-0.3970356426071893
0,0,1,1,1.369379058123207,1,0,0,0,0,0,2,0,0,1,1,1,-0.5105602889699654,0.42888084018424233
0,0,1,1,-0.6666391278783103,0,1,0,0,0,0,0,0,2,0,1,1,-0.9725398550161476,-0.7619380345928698
0,0,1,1,0.10704778280226633,1,2,0,2,2,0,0,0,0,0,1,1,-0.17653909193657447,-0.06301605492449225
0,1,0,0,1.3286586944031769,1,2,1,0,2,2,0,2,0,0,1,0,1.0199547481830342,1.7398338236999604
0,1,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6916961619880726,-0.9682351673367995
0,0,0,0,-0.0965540357978854,1,0,0,2,0,0,0,0,0,0,1,3,-0.5305018529719588,-0.3277919835307142
1,0,0,0,-0.748079855318371,1,2,1,0,0,0,2,2,0,0,1,2,0.8371570781647607,-0.48588988241605885
1,0,1,1,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,1,0,-1.479387940066815,-0.9287051778289807
1,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,0,2,0.4732235351283796,-0.9424039074519468
1,0,1,0,1.369379058123207,1,2,0,2,2,0,2,2,2,2,0,2,0.6809481601491449,1.437645583595267
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,1,-1.462769970065154,-0.9761764598718523
1,0,0,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9970664710682275
0,0,1,0,1.4508197855632678,1,0,0,0,2,0,2,2,0,2,0,0,-0.021991970921125294,0.9028877679431774
0,0,0,0,-0.9109613101984924,1,2,1,0,0,0,0,0,2,0,0,2,0.720831288153132,-0.639223005780372
0,0,1,1,0.6771328748826912,1,2,1,0,2,0,0,2,2,1,0,3,1.1861344481996465,1.1744579134960558
0,0,0,0,-0.38159658183809786,1,0,2,1,1,1,1,1,1,0,1,0,-1.477726143066649,-0.7981591522110832
0,1,0,0,-0.7888002190384014,1,0,1,0,0,2,0,2,2,0,1,2,1.0664850641876853,-0.46067627861726596
1,0,1,1,1.3286586944031769,1,0,2,1,1,1,1,1,1,2,1,1,-1.4926823160681442,-0.4467790166809234
0,1,1,1,-0.1779947632379461,0,1,0,0,0,0,0,2,0,0,1,2,-0.9592454790148186,-0.5762220850022856
0,1,0,0,-1.2367242199587352,1,2,1,0,2,0,0,0,2,0,0,2,0.8222009051632655,-0.934528792354686
1,0,0,0,-0.9516816739185228,1,0,1,2,0,0,0,0,0,0,0,2,0.36022133911708304,-0.7139152739017305
1,0,1,0,0.880734693482843,1,2,1,2,2,2,0,2,2,0,0,2,1.4885815022298807,1.6937963861425842
1,0,1,1,-0.30015585439803716,1,0,0,2,2,2,0,0,0,1,1,0,-0.10508182092943122,-0.295034151823621
0,0,0,1,-0.5444780367182193,1,0,2,1,1,1,1,1,1,2,0,3,-1.4710789550659844,-0.8299463814972255
1,0,0,1,1.5729808767233588,1,2,1,2,2,0,0,0,0,1,1,1,0.6875953481498096,1.6540899234673196
1,0,0,0,0.14776814652229667,1,0,2,1,1,1,1,1,1,1,1,1,-1.4760643460664828,-0.6987826997932686
1,0,0,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,1,-1.4960059100684764,-0.8756749910115718
0,0,0,0,-0.30015585439803716,1,2,2,1,1,1,1,1,1,2,0,1,-1.329826210051864,-0.7004371357380713
0,0,1,0,1.0843365120829946,1,0,1,2,0,2,0,0,0,1,1,1,0.5480044001358552,1.0410662580530976
1,0,1,1,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,1,-1.3580767590546883,-0.2882399348769646
0,1,0,0,0.5549717837226001,1,0,1,0,2,0,0,2,2,1,0,1,1.0133075601823696,0.9461016348214234
0,0,1,1,-0.6666391278783103,1,0,0,2,2,0,2,0,2,2,0,0,0.11593718009266311,-0.5139270568939818
0,0,1,1,0.6771328748826912,1,2,1,0,0,0,0,2,2,0,1,2,1.0249401391835322,1.1046186574794516
1,0,1,1,-0.3408762181180675,1,2,0,2,0,2,2,2,2,1,1,3,0.6659919871476498,-0.12760523420958916
0,0,0,0,-1.2367242199587352,0,1,0,2,2,0,0,0,2,0,1,2,-0.736564680992558,-0.9738381904031977
0,0,1,1,1.0436161483629645,1,2,0,0,2,0,0,2,0,0,1,0,0.06774506708784545,0.7458928263543678
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8138919201624348,-0.9664042582245511
0,1,1,0,0.5142514200025698,1,0,1,0,0,2,0,0,2,0,1,2,0.7091987091519689,0.6978259473713669
1,0,0,0,-1.2774445836787656,1,0,0,0,0,2,0,0,0,0,1,2,-0.4740007549663106,-0.9835000963208456
1,1,1,0,-0.9924020376385531,0,1,0,0,2,2,0,0,2,0,1,3,-0.7116377259900661,-0.8419244977375969
0,0,0,0,-0.4223169455581282,1,2,1,0,0,0,2,2,0,0,1,2,0.8388188751649267,-0.12614933057816283
1,0,1,0,1.369379058123207,1,2,1,2,2,2,2,2,2,1,0,0,1.6963061272506461,2.498161083359719
1,0,1,0,-0.9924020376385531,1,0,1,2,0,0,0,0,0,0,1,2,0.3236618051134285,-0.7367023716481461
1,0,1,1,1.6137012404433893,1,2,1,2,0,2,0,2,2,1,1,0,1.3739175092184182,2.456844303031514
0,0,1,1,0.5956921474426305,1,0,0,0,2,0,2,0,2,2,0,0,-0.03196275292212194,0.3209674982912458
1,0,0,0,-1.1552834925186746,1,2,1,0,0,0,0,0,0,0,1,0,0.24721914310578694,-0.8709763929283322
0,0,0,0,-0.13727439951791576,1,0,1,0,0,0,0,2,0,0,1,2,0.46989994112804756,0.04606642170283153
0,0,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,0,1.7179094882528059,2.529661543748763
0,0,1,0,-0.6666391278783103,1,2,1,0,0,0,0,2,0,0,1,2,0.6709773781481484,-0.3977194761310411
1,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5047976781315361,-0.9288154735586341
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.504314895069307,-0.997176766797881
1,0,1,0,1.4508197855632678,1,0,0,2,2,2,0,0,2,2,0,0,0.20567421810163386,1.0860669157517306
1,1,0,0,0.025607055362205634,1,2,2,1,1,1,1,1,1,1,1,0,-1.3248408190513656,-0.6317449553098637
0,0,1,1,1.1657772395230555,1,0,2,1,1,1,1,1,1,0,1,3,-1.5076384890696393,-0.4840589733038106
0,0,0,0,-0.38159658183809786,1,2,1,0,2,0,0,0,0,0,1,2,0.47820892612887816,-0.2659381383410244
1,0,1,1,-0.5444780367182193,1,0,0,2,0,0,0,0,0,1,1,0,-0.5255164619714603,-0.5841854366832692
1,0,1,1,-0.7888002190384014,0,1,0,2,2,0,2,0,0,2,0,3,-0.8046983579993692,-0.7453274977070509
0,0,1,0,-0.46303730927815856,1,2,1,0,0,0,0,0,2,0,1,2,0.722493085153298,-0.20781228881362337
0,1,1,0,1.2064976032430856,1,2,1,2,0,2,0,2,2,1,1,2,1.332372584214265,1.779363813207779
0,0,0,0,-0.13727439951791576,1,2,2,1,1,1,1,1,1,0,0,2,-1.3165318340505352,-0.6960694248437922
1,1,1,0,1.5322605130033284,1,0,1,2,2,2,0,2,2,2,0,1,1.3489905542159264,2.3083421326260245
1,0,1,1,0.22920887396235737,1,2,1,0,0,2,0,2,2,0,1,1,1.2093996062019723,0.7398486203693552
0,1,0,0,-0.055833672077855064,1,2,1,0,0,0,0,0,0,0,1,2,0.30372024111143525,-0.02761112570571476
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,2,0.1724382780983114,-0.9749190885538024
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6916961619880726,-0.9863898444377677
1,0,1,1,1.5729808767233588,1,2,0,2,0,0,0,2,0,1,1,2,0.04780350308585216,1.064493071031504
1,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,2,0,1,-1.502653098069141,-0.9754264489102084
0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,2,0,0,2,0.531386430134194,-0.9354332173378449
0,0,0,0,-1.1552834925186746,1,2,0,0,0,0,2,2,0,0,1,3,-0.012021188920128179,-0.8941605553015004
0,0,1,0,1.4915401492832983,1,2,1,2,0,0,0,2,2,2,0,0,1.1429277261953275,2.0275071457822516
1,0,0,0,1.2879383306831464,1,2,0,2,2,2,2,2,0,1,0,2,0.5480044001358552,1.4505281248187973
1,0,0,0,1.125056875803025,1,0,0,2,0,2,2,2,2,1,0,3,0.4732235351283796,1.112383476847059
0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.1724382780983114,-0.9749190885538024
1,0,0,0,1.247217966963116,1,2,1,0,2,0,2,2,2,0,0,2,1.3506523512160928,1.955969335528983
1,0,0,0,0.10704778280226633,1,0,2,1,1,1,1,1,1,2,0,3,-1.5126238800701375,-0.7067019331823907
1,1,1,0,-0.62591876415828,1,0,1,0,2,0,0,0,0,0,1,2,0.3884718881199074,-0.4616248218922861
0,0,0,0,1.247217966963116,1,2,1,0,2,0,0,2,2,2,0,0,1.086426628189679,1.7529369563827975
1,1,1,0,-0.5444780367182193,1,0,0,2,0,2,0,2,0,0,0,0,0.05445069108651675,-0.43839654122725646
1,0,1,0,-0.46303730927815856,1,2,1,0,2,2,2,2,2,0,1,2,1.5434208032353631,0.01648510700975942
0,1,1,1,1.002895784642934,1,0,1,0,2,2,2,2,0,0,1,1,1.0149693571825356,1.4504840065269358
1,0,1,0,-0.9924020376385531,1,0,0,0,2,0,0,0,0,0,1,0,-0.5055748979694671,-0.8321964143821572
1,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4660935640654862,-0.9575585407063393
0,0,0,0,1.369379058123207,0,1,0,2,0,2,2,2,2,2,1,0,-0.11339080593026184,0.8442766172053007
0,0,1,1,1.247217966963116,1,0,0,2,2,2,2,2,0,2,0,1,0.358559542116917,1.071243169686299
1,0,1,1,-0.1779947632379461,1,2,1,0,0,0,0,2,2,1,0,0,0.9119379431722362,0.12724407872781668
0,0,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,-0.22113601295576768
0,0,1,0,-0.13727439951791576,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.7529599621990739
1,1,0,0,-0.5851984004382496,1,2,1,0,2,0,0,0,0,0,1,1,0.5247392421335293,-0.38298396664933176
1,0,0,0,0.8400143297628127,0,1,0,2,2,0,0,0,2,0,1,0,-0.613591702980265,0.11784688256133734
0,0,1,1,-0.9109613101984924,1,2,0,2,2,0,0,2,0,1,0,2,0.18407085709947407,-0.7074740032899653
1,0,0,0,0.26992923768238775,1,0,0,0,0,0,2,0,0,2,1,0,-0.4972659129686364,-0.136142123684771
0,0,1,0,-0.62591876415828,1,2,0,0,2,0,0,2,2,0,1,0,0.35357415111641893,-0.4222933646978437
1,0,1,1,0.18848851024232702,1,0,1,0,0,0,0,2,2,1,0,1,0.8787020031689138,0.42698375363420205
0,0,1,1,0.025607055362205634,1,0,2,1,1,1,1,1,1,2,0,3,-1.4843733310673135,-0.7100328642179269
0,0,1,1,-0.5444780367182193,1,2,1,0,0,0,2,0,2,1,1,0,0.8172155141627669,-0.26157042744674536
0,0,0,0,-1.0331224013585834,1,0,0,2,2,2,0,0,0,0,0,2,-0.11172900893009581,-0.8121446507311486
0,0,0,1,-0.9516816739185228,1,0,0,0,0,2,2,2,2,0,1,3,0.2704843011081128,-0.718393280525663
1,1,1,0,1.0843365120829946,0,1,0,2,0,2,2,2,2,2,1,1,-0.023653767921291324,0.7090319935041639
0,0,1,1,0.9214550572028734,1,0,1,0,2,2,2,2,2,1,1,0,1.2941512532104444,1.4898816411591704
0,0,0,0,-1.1552834925186746,1,0,1,2,0,2,2,0,2,0,1,0,0.9850570111795457,-0.834953807623495
1,0,1,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,0,3,-1.462769970065154,-0.5102652386694851
0,0,1,0,1.4508197855632678,1,2,1,2,2,2,2,2,2,2,0,0,1.6663937812476561,2.4546604475843745
0,0,1,0,1.2879383306831464,1,0,0,2,2,2,2,0,2,2,1,3,0.31867641411292996,1.0940523265786453
0,0,1,1,1.6137012404433893,1,2,1,0,2,2,0,2,2,1,1,1,1.2775332832087833,2.2426058777525313
0,1,1,0,-0.9924020376385531,1,2,1,0,0,0,0,0,2,0,1,2,0.6394032351449919,-0.735158231432997
1,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,1,1.6963061272506461,2.6702224216191985
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6302096729819263,-0.9855736560383315
1,0,1,1,1.4915401492832983,1,0,1,0,0,0,2,2,2,2,1,1,1.0116457631822036,1.9376602444065
0,0,1,0,0.9621754209229036,1,0,1,2,0,2,0,0,0,2,0,0,0.5164302571326987,0.9855654468914501
1,0,0,0,-0.9516816739185228,1,0,0,2,0,0,2,0,2,0,0,3,0.006258578081699082,-0.7640998308940786
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.17077648109814536,-0.974941147699733
0,0,1,0,1.0843365120829946,1,2,0,0,2,0,2,2,2,1,1,2,0.5097830691320341,1.0647798399286028
0,0,0,0,-0.8295205827584317,1,2,1,0,0,0,2,0,0,0,1,1,0.4915033021302069,-0.5830163019489419
1,0,1,1,-1.1552834925186746,1,2,1,0,2,2,0,0,0,0,1,0,0.6659919871476498,-0.84170390627829
0,1,0,0,-1.1960038562387048,1,0,1,0,0,0,0,0,0,0,1,2,0.18407085709947407,-0.9018812563772464
1,0,0,0,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,1,3,-0.46569176996548,-0.983389800591192
1,0,0,0,-0.13727439951791576,1,0,1,0,0,2,2,2,2,0,1,1,1.1312951471941644,0.23266473713064376
0,0,1,0,1.5729808767233588,1,0,0,2,2,2,2,2,2,2,1,1,0.6526976111463211,1.6277733623719917
0,0,1,1,-0.38159658183809786,1,0,0,2,2,0,2,0,0,1,1,3,-0.23304018994222275,-0.43980832656682145
1,0,0,1,-1.0738427650786138,1,2,2,1,1,1,1,1,1,0,0,3,-1.2766487060465481,-0.9245801175399391
0,0,1,1,0.18848851024232702,1,0,2,1,1,1,1,1,1,0,0,2,-1.5093002860698053,-0.7041210131084986
1,0,1,0,-0.3408762181180675,1,0,0,2,0,0,2,2,2,1,0,0,0.32033821111309646,-0.2500776124168493
0,0,1,0,0.6771328748826912,1,2,1,2,0,0,0,2,2,0,1,3,1.1994288242009752,1.1327881868329588
0,0,1,0,-0.8702409464784621,1,2,1,2,0,0,2,2,0,0,1,1,1.044881703185526,-0.46663224801855563
1,0,0,0,0.47353105628253944,1,0,1,0,0,2,2,2,2,2,0,0,1.1745018691984834,0.9258733980029695
0,0,0,0,-0.8702409464784621,1,2,2,1,1,1,1,1,1,1,0,2,-1.3148700370503688,-0.8976238412126207
1,0,1,1,0.43281069256250915,0,1,0,0,2,0,0,0,0,0,0,1,-1.1786026830367469,-0.46574988218132757
0,0,0,0,-1.2774445836787656,1,0,0,0,2,0,0,0,0,0,0,2,-0.47233895796614456,-0.9834780371749148
0,0,1,1,-0.38159658183809786,1,2,2,1,1,1,1,1,1,2,0,3,-1.3597385560548543,-0.7297537406799748
0,1,1,0,-0.30015585439803716,1,2,0,2,0,0,2,2,0,0,1,1,0.1574821050968162,-0.23254059140194083
1,1,1,0,-0.748079855318371,1,2,1,0,0,0,0,0,0,0,1,2,0.3436033691154218,-0.5587071231333078
0,0,0,0,-0.9109613101984924,1,2,1,0,2,0,0,0,0,0,1,0,0.5081212721318681,-0.639289183218164
1,0,1,1,-0.21871512695797646,1,0,1,2,2,0,0,0,0,1,1,1,0.5280628361338618,-0.03087587930345877
1,0,0,0,-1.1960038562387048,1,2,1,0,2,2,0,2,2,0,1,0,1.3489905542159264,-0.8631674552688635
1,0,0,0,-0.9109613101984924,1,2,2,1,1,1,1,1,1,2,0,0,-1.2982520670487077,-0.8947782113875602
1,1,0,0,-1.1145631287986442,0,1,0,0,0,2,2,2,0,0,0,1,-0.6435040489832552,-0.9110358019384879
1,0,1,1,0.6364125111626608,1,2,2,1,1,1,1,1,1,2,0,0,-1.2783105030467143,-0.4564850408904325
0,1,0,0,-1.0331224013585834,1,0,0,0,2,2,0,2,0,0,1,2,0.006258578081699082,-0.7879898859370293
0,0,0,0,0.47353105628253944,0,1,0,0,0,2,0,2,2,1,1,2,-0.5221928679711283,-0.006500523050032526
0,0,0,0,-1.2367242199587352,1,0,0,0,0,2,2,2,2,0,0,2,0.3868100911197414,-0.9348376203977158
0,0,0,0,-1.1552834925186746,1,0,1,0,2,0,0,0,0,0,1,0,0.395119076120572,-0.8586012120612081
1,0,0,0,0.18848851024232702,1,2,1,0,0,0,2,2,2,0,0,0,1.1312951471941644,0.5275734590782054
0,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,0,1,3,-1.5109620830699715,-0.882557444541951
0,0,0,0,0.26992923768238775,1,0,0,0,2,0,0,2,0,1,1,1,-0.2047896409393986,-0.024368431253901538
1,0,1,0,0.3920903288424788,1,2,0,2,0,0,0,0,0,1,0,1,-0.28787949094770476,0.047257615583089385
0,0,0,1,0.5549717837226001,1,0,1,2,2,0,2,2,2,1,1,0,1.3440051632154282,1.1219792053269146
1,0,1,1,-0.6666391278783103,1,0,0,2,2,0,0,0,0,1,1,3,-0.29618847594853537,-0.6273331261237233
1,0,1,1,0.880734693482843,0,1,0,0,0,2,2,0,2,2,0,1,-0.6235624849812617,0.06366962015553215
1,0,0,0,0.025607055362205634,1,0,0,0,2,2,0,2,0,0,1,1,0.05445069108651675,-0.015147708254867859
0,0,0,0,-0.4223169455581282,0,1,0,0,0,2,0,2,2,0,1,2,-0.47067716096597834,-0.5322582071623956
1,0,0,0,0.10704778280226633,1,0,1,2,0,0,2,0,2,1,1,2,0.8122301231622688,0.42863818957900474
0,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,0,-1.4561227820644893,-0.9680586941693538
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,2,0,3,-1.4727407520661506,-0.9967576430251978
1,0,1,0,0.14776814652229667,1,0,2,1,1,1,1,1,1,1,0,0,-1.4594463760648215,-0.6881060731628086
1,0,1,1,-0.30015585439803716,1,0,0,2,0,0,2,0,0,0,0,2,-0.3477041829536853,-0.4336538248521554
0,0,0,0,-1.1960038562387048,1,0,0,2,2,0,2,0,2,2,0,3,0.21065960910213194,-0.9116534580245476
1,0,0,0,-0.4223169455581282,1,2,1,2,0,0,0,2,2,0,1,2,1.1961052302006432,-0.08150161921442096
0,0,1,1,-0.6666391278783103,1,0,1,2,0,2,0,2,2,0,0,0,1.1944434332004772,-0.3339906035372416
0,1,0,0,0.7178532386027215,1,2,1,0,2,0,2,2,2,1,1,2,1.397182667220744,1.3536443558911517
0,0,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,0,1,2,-1.4478137970636586,-0.9075504568814369
0,0,0,0,-0.30015585439803716,1,0,0,2,2,2,2,2,0,1,0,3,0.3170146171127639,-0.18350310999798927
1,1,0,0,-0.015113308357824713,1,2,1,0,0,0,0,2,2,0,1,1,1.04321990618536,0.3262616933146144
0,0,1,1,1.247217966963116,1,0,2,1,1,1,1,1,1,2,0,2,-1.5093002860698053,-0.4481908020204884
1,0,0,1,-1.1145631287986442,1,0,0,0,0,0,2,0,0,0,1,0,-0.5354872439724572,-0.9020136112528305
1,1,1,0,0.47353105628253944,0,1,0,0,2,0,0,0,0,0,1,2,-1.1437049460332582,-0.40590341927133167
0,1,0,0,-0.6666391278783103,1,2,1,0,0,0,0,2,2,0,1,2,1.04321990618536,-0.33112291456625026
1,0,1,0,-0.5037576729981889,1,0,0,2,0,0,2,0,2,1,1,3,-0.020330173920958795,-0.4435142630831794
0,0,0,0,-0.0965540357978854,1,2,1,2,0,0,2,2,2,0,0,0,1.3838882912194153,0.4112555825856111
0,0,0,0,0.9214550572028734,1,0,0,0,0,0,0,0,0,1,0,0,-0.6551366279844181,0.08067722166810365
0,1,1,1,1.1657772395230555,1,2,0,0,0,2,0,2,0,1,1,2,0.014567563082529699,0.7435324977397827
1,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.4893587220678117,-0.9969782344845048
0,0,0,0,0.880734693482843,1,0,1,0,0,2,0,2,2,1,1,1,0.9750862291785486,1.2270027991029888
1,0,0,0,-0.9109613101984924,1,0,1,0,0,0,0,0,0,0,1,2,0.17410007509847744,-0.6793044739364583
1,0,0,1,0.3106496014024181,1,0,0,2,2,0,0,0,0,0,1,3,-0.3161300399505289,-0.062001334211680054
0,0,1,1,0.758573602322752,1,0,1,2,2,0,0,0,0,0,1,0,0.47820892612887816,0.7671357838856343
1,0,1,1,1.6137012404433893,1,0,1,2,2,0,2,2,2,2,0,0,1.3539759452164248,2.352306010465915
1,0,0,0,1.2879383306831464,1,2,1,2,0,2,2,0,2,2,0,1,1.1462513201956595,1.8837256326059324
1,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,1,-1.2932666760482092,-0.1797971734816312
0,0,1,1,0.8400143297628127,1,0,2,1,1,1,1,1,1,1,0,0,-1.502653098069141,-0.5611115700397543
1,0,0,0,-1.1960038562387048,0,1,0,0,0,0,0,0,0,0,0,2,-1.329826210051864,-0.9762426373096444
1,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.17576187209864347,-0.9748749702619408
1,0,1,1,-0.7888002190384014,1,0,1,2,0,0,0,0,2,0,0,2,0.641065032145158,-0.5225521829528864
0,0,0,0,0.26992923768238775,0,1,0,0,0,2,0,2,2,0,1,2,-0.46569176996548,-0.11838451121055549
0,0,0,0,-0.9516816739185228,1,0,1,0,0,0,0,2,0,0,1,0,0.4283550161238945,-0.6907090523826314
1,0,0,0,-0.4223169455581282,1,2,2,1,1,1,1,1,1,2,0,3,-1.3132082400502028,-0.7558497103159959
1,1,1,0,0.880734693482843,1,2,1,0,0,2,0,2,2,0,1,1,1.1396041321949948,1.3305925483935677
1,0,0,0,-0.13727439951791576,0,1,0,2,0,0,2,0,0,1,0,3,-0.9692162610158153,-0.5325670352054254
1,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,1,1,0,1.7627780072572912,2.825805577868443
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,0,2,2,0,1,0.4915033021302069,1.557889988063526
1,0,1,0,0.5956921474426305,1,2,1,0,2,2,2,2,2,0,1,2,1.4885815022298807,1.2550840918727733
0,0,1,1,-0.1779947632379461,1,2,0,0,0,0,0,0,0,0,0,3,-0.49394231896830415,-0.3836016227353915
1,0,0,0,-1.1960038562387048,0,1,0,0,0,0,2,0,0,0,0,2,-1.1420431490330922,-0.9695366569467108
1,1,1,1,0.7178532386027215,1,2,0,2,2,2,0,0,2,2,1,0,0.34526516611558833,0.680619813545419
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.16745288709781284,-0.9749852659915943
1,0,0,0,-1.2367242199587352,1,0,1,0,0,2,0,2,2,0,0,2,1.003336778181373,-0.9272051559056929
1,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,0,3,0.19736523310080326,-0.9487790006259199
0,0,1,0,1.5322605130033284,1,2,1,0,2,2,2,2,2,1,1,2,1.4869197052297147,2.3801005343386
1,0,0,0,0.758573602322752,1,2,1,0,2,2,2,0,0,0,1,2,0.750743634156122,0.9676313612497891
1,1,1,0,1.3286586944031769,1,2,1,0,2,2,0,2,2,0,1,2,1.3157546142126038,1.8965640555376015
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8570986421667539,-0.9658307204303528
0,0,0,1,-0.7888002190384014,0,1,0,0,2,0,0,0,0,0,0,2,-1.150352134033923,-0.8371597222165652
